Group.1	P32DA1	P32DA2	P32DA3	P32DB1	P32DB2	P32DB3	P32HA1	P32HA2	P32HA3	P32HB1	P32HB2	P32HB3	P60DA1	P60DA2	P60DA3	P60DB1	P60DB2	P60DB3	P60HA1	P60HA2	P60HA3	P60HB1	P60HB2	P60HB3
Nup160	610.851	254.895	1210.757	611.161	148.695	1206.985	603.698	221.47	921.137	644.803	239.402	925.447	648.224	818.085	912.75	689.506	625.903	847.076	430.525	544.662	981.493	486.131	502.944	937.875
Nup188	161.41	642.228	331.088	187.451	337.673	326.536	217.443	322.852	365.031	217.638	312.869	325.934	162.914	468.885	508.593	184.429	229.772	413.459	198.947	225.488	372.035	147.033	158.526	356.733
Nup205	1787.884	2832.606	3273.476	2050.835	2380.88	3274.477	2054.795	2565.37	2847.91	2911.438	2294.814	3175.594	2316.839	2378.563	4079.097	2063.017	3209.089	2687.726	1946.975	3128.118	3559.793	2125.014	3062.262	2897.482
Nup35	4291.5855	2679.8995	6571.092	4703.59	3406.846	6276.1075	5371.2635	3393.6775	4989.4035	5079.3785	4042.1925	5118.9619999999995	4856.7880000000005	4299.42	6471.2525000000005	4670.396	7832.8855	4397.8575	3878.263	5800.079	5097.7545	4454.056	6532.4155	5088.251
Nup37	4694.186	2610.212	6429.63	4575.166	3630.604	6488.992	5293.739	2883.899	4032.888	5365.242	2979.052	4155.516	6443.682	2571.785	6488.888	5476.51	4099.062	3221.82	4281.013	4035.04	4064.391	4808.768	4156.032	3433.865
Nup54	7451.596	5619.611	4869.621	8641.746	5403.911	4816.435	6106.886	5812.724	4949.479	7188.345	6414.922	4330.744	7257.33	3855.813	4017.358	6822.698	9788.976	4365.219	6455.788	9802.743	6131.44	6835.78	10069.202	5356.84
Nup62	692.583	442.459	913.144	606.15	267.409	814.679	595.343	397.142	961.843	492.088	311.811	776.553	487.124	1092.928	901.464	482.002	449.479	934.734	725.375	521.161	910.792	470.159	368.362	790.678
Nup88	8179.002	5427.447	7062.784	7553.778	4328.651	7269.315	6566.891	5752.448	7633.029	8243.735	5646.902	7116.637	7980.012	6580.99	7745.234	7478.848	5973.451	6612.267	8077.876	9405.81	7960.274	7259.74	8059.415	6939.116
Nup93	3337.492	2962.229	3004.931	3039.426	1991.459	2242.957	2605.218	2393.247	2583.717	1909.072	2108.417	2958.021	2724.563	2999.157	2227.831	2614.085	2721.582	2959.038	2414.832	2714.884	2626.689	2676.713	2185.032	2581.075
Nup98	3148.0564999999997	604.9590000000001	1797.1055	3336.1275	433.39099999999996	1738.542	2694.0625	693.9085	2657.1099999999997	2093.4185	748.511	2270.3815	2635.3495000000003	2389.352	1778.519	2898.096	1765.0675	2794.1775	2242.3075	1557.2775000000001	2939.6009999999997	2563.1324999999997	1420.821	2568.2075
Nupl1	1749.44	930.651	946.162	1700.499	818.277	829.822	1215.242	1019.751	1191.789	1337.653	957.425	756.254	1218.904	964.791	921.678	1114.437	1369.886	745.825	1140.434	1361.968	1406.893	1211.828	1156.17	964.947
Nupr1	4419.208	9036.764	8731.12	9322.448	25422.66	12186.425	16852.361	12150.588	3611.031	17516.482	21666.839	6829.094	4620.819	2022.09	6946.756	8602.444	22553.742	6648.838	2907.661	8772.661	2412.207	9779.387	16580.378	7209.648
Nusap1	1507.093	456.975	1159.875	1425.554	339.653	1031.705	830.377	100.277	352.245	1300.123	285.892	466.633	1157.006	347.902	541.54	1041.705	729.436	664.592	163.453	91.059	140.449	415.366	341.998	394.296
Nvl	4171.829	1624.263	4847.082	4205.602	996.872	4430.086	2719.743	1525.682	4789.001	3764.473	1866.244	4699.463	4069.556	3658.74	4684.989	3917.823	1809.378	4290.187	3844.885	3133.388	5389.052	3691.997	2296.768	4525.553
Nxf1	23066.498	9344.45	17049.892	26526.605	9044.968	16276.015	15167.036	8181.855	19585.13	17048.711	8759.073	21367.576	20659.033	20056.597	17266.926	22758.849	14108.932	17435.116	18660.294	11210.142	19218.608	21510.364	11729.66	18138.295
Nxn	378.013	190.457	917.541	614.811	120.756	1462.078	1057.018	168.884	652.743	576.457	286.126	1104.099	335.393	807.978	801.115	610.382	243.331	1075.431	368.883	135.862	640.181	557.061	158.425	1185.611
Nxph2	5059.059	7581.396	7488.522	5278.963	5587.607	7155.138	4001.805	6237.827	6527.497	4427.08	6260.22	8410.197	6160.134	9803.65	5776.591	6331.924	6056.548	5725.408	5686.238	5182.068	7071.002	6707.83	4870.37	6425.116
Nxph3	321.314	344.471	1016.45	221.92	150.645	807.142	599.146	177.978	413.915	252.475	189.3	577.311	363.241	722.402	655.085	348.662	55.371	409.303	341.855	63.001	401.833	302.859	52.061	487.265
Nxt1	2481.323	2402.002	4540.645	2475.71	3472.553	4329.108	3943.368	2963.724	2604.054	4726.937	2893.281	2636.044	3216.789	1750.554	4952.53	2785.605	3164.029	2451.273	2999.644	2582.001	2892.448	2264.909	3292.157	2771.117
Nxt2	891.949	95.384	1193.892	1022.279	45.072	925.42	563.197	116.376	1420.198	283.869	116.278	901.593	1126.968	430.084	648.22	1047.347	577.134	1084.504	887.018	885.782	1368.074	1013.448	532.858	1155.912
Nyw1	871.3335	1138.2425	436.014	713.963	347.0855	428.73850000000004	604.437	719.491	577.6585	481.9285	615.126	651.9945	572.2570000000001	747.0895	593.9485	625.4055000000001	683.1675	606.4135	830.7985	534.4955	461.26300000000003	659.0125	397.3945	459.264
Oact1	857.029	1015.739	1494.823	490.816	862.649	1279.34	420.151	848.012	1587.606	480.03	887.332	1447.102	1376.969	1592.359	757.38	941.221	1310.321	1323.446	1234.48	1420.98	1588.986	1465.943	1360.733	1198.917
Oact2	7225.334	3837.862	4621.969	8015.57	3028.468	4727.067	4617.912	2509.291	5755.885	4426.57	3000.634	5567.356	6589.665	4009.121	4483.41	6772.973	2985.802	5618.957	5285.492	2704.23	5065.392	7347.844	2774.552	5291.49
Oact5	5869.8	1142.274	4593.218	6497.562	695.23	4791.919	5672.977	853.485	3477.626	4376.711	1115.834	4844.215	5429.221	6088.557	2383.578	7456.401	1522.016	5295.131	3953.564	742.264	2698.073	6615.996	912.232	4476.826
Oas1	4513.554	11621.817	8007.638	5693.136	11779.818	9391.808	5484.874	3949.458	1356.937	7094.511	5526.522	3616.6	4343.704	3026.522	4992.08	5851.745	5245.854	5350.787	992.084	10321.401	6309.878	2119.792	6954.582	5296.791
Oas1b	2777.182	1721.531	3083.915	2289.124	1267.231	2370.559	1776.996	272.507	424.133	2016.842	510.527	773.788	1916.861	1610.682	1621.194	1817.56	626.618	2356.073	680.271	2523.051	3294.976	589.68	1084.389	2120.528
Oas1k	209.133	1059.256	993.01	241.533	1131.607	946.64	279.061	450.593	200.322	503.571	616.836	342.261	368.826	379.023	573.527	341.418	418.109	512.887	155.541	1217.074	772.003	197.093	808.245	570.7
Oasl1	371.774	399.031	924.999	365.433	204.853	701.416	304.017	53.003	60.015	240.419	72.1	88.289	279.646	441.586	593.66	276.053	109.583	571.377	72.402	424.339	504.953	44.314	82.643	300.184
Oasl2	3812.694	4665.704	3331.778	4433.157	4402.516	2896.185	3401.593	1335.341	627.189	3161.121	1953.102	1191.383	3099.641	2447.296	1784.259	4188.86	1948.93	2431.412	1080.062	4441.382	2940.677	1334.006	2870.473	2025.994
Oat	6868.316	7361.061	7692.28	7612.571	6230.034	8541.259	7718.047	5868.941	8609.533	6527.111	6786.223	9373.616	5976.183	8241.301	5247.516	7538.127	9374.16	9239.786	6272.832	10083.369	7436.803	7473.888	10088.558	10078.93
Oatl1	371.829	553.045	684.614	433.546	225.928	727.52	223.127	340.988	717.585	237.588	299.371	832.509	354.39	915.64	844.352	405.672	375.213	901.46	369.809	362.108	845.774	361.328	348.203	725.783
Oaz1	23301.496	24991.845	33527.904	24331.93	23417.199	34187.699	27508.057	24446.199	33725.458	26872.334	23377.33	31671.67	22571.956	37019.171	33663.661	23428.725	19698.85	34583.987	23039.875	23117.421	35683.99	22370.954	21551.556	35255.393
Obfc1	3948.958	4611.008	4945.267	3749.931	5519.865	5143.893	4586.776	4481.864	4022.895	5171.376	5464.478	4359.699	3707.812	3211.472	5608.698	4112.388	5821.744	4765.467	3190.682	5446.15	3265.311	3752.119	6136.906	4022.681
Obfc2b	15144.889	8612.41	17956.017	14570.39	8565.552	18213.719	11251.112	9322.947	13527.233	11617.784	8226.31	15510.548	15594.962	14083.579	13670.026	15325.167	8036.515	12947.74	14775.076	7458.33	14745.747	15461.114	7231.371	12154.621
Ociad1	36791.085	17199.975	25999.483	35118.329	15503.746	26222.331	31510.136	20194.333	29169.111	32657.915	19876.576	29364.708	35872.475	26010.714	24888.071	34589.974	21618.758	24389.01	40908.304	21927.687	31601.71	38451.333	20603.176	26410.115
Ocln	1356.141	468.379	569.315	2190.732	274.941	676.022	1253.663	192.241	1136.463	463.759	551.152	1504.803	1104.327	950.571	285.242	2014.421	3526.437	2432.763	827.571	764.824	877.03	2267.83	1017.367	1806.805
Ocm	20.972	20.171	64.287	22.895	286.003	216.694	138.279	9096.395	4733.762	819.875	697.758	3313.497	22.71	20.738	47.461	201.908	266.346	62.905	3148.009	88.466	6801.433	213.951	611.306	969.735
Ocrl	217.449	85.937	383.201	264.011	80.622	492.159	263.278	75.725	578.741	267.547	116.063	416.949	268.755	237.223	331.874	331.055	360.28	517.66	209.096	397.724	621.902	262.365	405.962	582.586
Odc1	2600.689	3173.758	7504.635	2473.747	2665.594	6341.553	3062.369	2667.985	4297.365	2500.942	2732.82	4842.262	2953.889	4891.81	4056.699	3100.541	3761.137	3697.011	2703.543	3759.778	4562.585	2539.647	3402.465	3829.708
Odf2	2901.619	1532.215	1270.436	2969.985	1165.587	1337.553	1689.787	1715.123	1848.234	2303.648	2034.626	1691.051	2510.938	1699.348	1239.762	2644.625	2122.142	1633.433	2930.73	2907.335	1967.639	2824.839	2266.126	1825.055
Odf3l1	872.972	601.925	710.608	1014.112	359.998	588.457	485.196	686.268	726.579	1019.484	415.276	463.177	1021.996	387.393	857.94	870.183	454.032	450.87	1211.97	986.354	671.028	866.48	797.896	656.511
Odz2	398.538	2220.427	176.483	398.931	1455.829	267.188	538.312	1459.99	188.001	474.921	1542.523	200.021	345.79	344.489	211.099	375.85	608.462	219.561	602.297	900.241	271.856	475.579	900.838	312.426
Odz3	4106.996	6774.365	1845.098	2725.209	1930.508	1342.271	3139.514	3486.026	2083.604	1180.837	2232.539	1687.246	4173.237	6745.729	2081.516	3624.054	1595.95	2047.073	3021.093	1732.247	2121.127	2430.32	818.432	1278.459
Odz4	4088.521	12843.256	1236.318	2664.457	6610.197	856.406	3974.769	9358.707	1345.62	1621.296	7582.84	1946.761	3347.382	5088.522	1089.888	2776.013	3720.997	1549.931	3672.141	4301.429	1554.313	2726.806	2615.386	1409.073
Ogdhl	2518.614	5618.616	1753.628	1675.145	2975.465	1407.907	2764.441	5769.311	3777.502	2165.982	3948.944	2212.646	2094.112	4813.515	2322.392	1575.477	2042.913	1990.15	4729.612	5113.821	4428.309	2347.121	2541.19	2803.194
Ogfr	3314.448	6432.368	2436.658	3655.562	3368.591	2352.24	5144.552	3731.278	2876.358	2554.07	3535.145	3058.926	3155.976	6063.924	2433.231	3570.871	1978.31	4138.95	3252.749	2768.246	3289.963	2896.534	2207.37	3513.249
Ogfrl1	6380.22	1223.495	3750.32	6661.36	2342.897	5081.496	6665.138	1786.858	3496.04	8163.288	2148.308	4632.939	5579.222	2827.18	3633.991	6249.76	2976.888	4173.842	6336.495	3177.947	3386.704	6872.848	3602.7	4276.924
Ogg1	1834.438	4320.641	3357.219	2226.65	4635.709	3296.688	3583.797	4607.401	2267.392	3238.412	4029.284	2415.576	2208.406	2444.641	3480.831	2588.344	3309.495	3026.786	2092.719	4247.129	2526.325	2124.716	3893.859	2901.927
Ogn	11616.825499999999	15593.136999999999	22668.2185	18493.016499999998	22358.783	28346.6835	19432.2795	14727.2315	17663.495499999997	14370.727	22341.472	24668.697500000002	12587.375	12225.5115	17876.141499999998	21535.286500000002	28209.4915	23795.509	8339.4635	14989.1435	12376.322	21052.6885	25006.084499999997	24363.044
Ogt	2646.986	1444.704	2054.784	2825.044	1316.798	1940.008	1224.5	735.746	3827.157	1326.352	897.064	3188.368	2127.368	2829.766	2371.663	2619.647	4585.839	4237.797	1451.316	2319.905	3657.5	2235.266	2894.366	3249.304
Olfm1	2102.964	1374.659	442.365	1886.832	779.87	697.269	1772.555	2130.005	1560.285	1867.595	2004.331	770.867	2420.831	1799.54	515.031	1852.671	1010.175	1163.249	3785.952	1484.858	1832.118	2169.532	1102.625	1744.591
Olfm3	399.233	70.589	96.1	351.483	37.468	272.881	366.187	73.85	283.08	251.813	116.983	203.953	437.044	109.84	73.83	459.664	566.284	202.467	407.086	414.97	313.105	487.198	203.367	325.86
Olfml1	1465.372	1245.646	1123.687	2496.315	2064.569	1406.77	1949.707	1288.207	1381.206	1857.948	2016.585	1934.761	1173.175	854.908	861.435	1945.985	3218.35	1929.617	889.981	1506.137	844.288	2364.601	2899.348	2113.033
Olfml2a	2688.207	2218.619	1035.426	2613.375	2070.133	953.06	1438.792	1515.653	1142.214	1243.741	1512.688	886.095	2030.392	2857.898	1154.328	1859.46	2079.465	1609.12	1513.847	1126.48	966.065	1739.604	1264.085	1096.897
Olfml2b	1182.529	1234.049	450.81	1566.547	1308.038	610.854	1428.871	656.372	530.38	1115.7	1028.552	610.219	1038.819	1335.221	687.647	1337.937	1297.034	1273.906	574.718	546.751	342.647	1105.119	919.854	952.792
Olfml3	7209.776	9845.338	12554.06	10208.21	10291.709	15032.228	11113.783	5599.843	7413.299	11359.343	9180.799	12422.106	6778.804	12223.649	10203.153	9964.2	10887.274	15768.98	3951.487	4329.415	5096.496	8339.227	8650.201	14202.777
Olr1394	468.989	748.903	266.666	315.173	1171.058	208.796	350.137	749.409	179.401	838.298	857.967	152.871	162.496	252.06	46.63	114.558	421.489	77.958	160.266	756.533	104.036	167.263	894.79	67.685
Olr1455	289.169	434.702	239.757	288.544	610.329	197.886	216.646	721.189	150.388	386.432	912.741	133.396	275.37	267.618	141.282	207.795	329.146	86.389	290.799	511.221	123.347	274.01	474.541	82.25
Olr34	220.058	122.121	227.843	321.418	104.557	501.308	383.689	126.891	357.53	241.29	181.734	392.107	269.487	117.391	331.988	418.655	260.277	499.033	204.297	223.562	442.984	479.063	281.924	702.765
Olr63	308.002	71.126	240.036	392.964	312.35	228.089	321.218	198.364	439.63	253.423	92.823	334.384	475.531	340.002	718.974	645.078	479.467	450.64	343.022	548.468	418.243	457.399	623.065	440.209
Olr962	309.191	538.494	193.085	139.474	502.24	216.141	173.672	751.778	199.855	404.653	587.357	172.084	366.611	352.758	195.232	312.324	514.243	125.124	467.746	763.154	196.118	391.978	675.441	150.789
Oma1	2004.467	907.202	3584.346	2515.878	1881.197	3583.915	3364.905	692.536	2249.393	2817.875	917.614	2719.856	2453.181	1611.717	3436.118	2898.746	2506.887	3404.812	1766.142	2357.137	2156.484	2276.754	2673.946	2782.247
Omd	5609.38	5539.952	11608.776	6890.532	6901.454	13614.989	7985.734	5126.99	7357.479	8208.658	5869.286	11728.601	4286.971	5260.737	9931.921	7000.841	7167.614	5311.22	2482.652	5995.171	4494.755	6457.247	8606.68	7508.018
Omg	4815.88	3815.112	4707.809	8161.64	5474.033	7719.854	6281.361	6957.286	7909.823	9145.866	8415.157	7563.234	5136.957	2749.506	5106.872	6263.293	8031.112	6400.862	7910.137	9684.019	7446.344	8412.939	10230.601	8031.264
Opa1	6523.268	5085.939	5867.215	7828.016	4434.337	5842.295	7180.695	4921.411	6692.682	6272.525	5302.529	6385.072	6584.124	5653.235	7359.475	6441.06	7042.186	5286.507	5464.476	6848.987	7167.992	6615.578	6126.718	5405.138
Opcml	809.701	64	215.983	658.026	53.898	162.87	294.883	155.595	744.695	140.213	154.775	434.035	776.36	752.333	175.614	555.147	328.029	648.971	735.428	235.465	928.078	716.554	219.108	652.444
Ophn1	6666.206	4455.489	4121.967	6363.566	4197.367	3275.526	5841.782	3728.761	4593.578	5527.038	3816.08	3676.671	5807.052	4063.954	2875.088	5401.694	4901.952	4477.395	5450.927	4555.394	4241.755	5574.44	3904.425	3749.572
Oplah	2641.115	4841.283	2640.487	2617.481	3332.414	2575.538	5192.512	2673.032	1642.758	2707.676	2867.231	2297.025	2838.946	4602.478	3538.951	3508.75	2949.576	4747.554	2033.132	1108.18	1540.962	2269.258	1369.112	2437.019
Oprs1	6984.61	6850.044	9279.609	7596.468	5636.73	9939.325	7502.742	5625.339	8711.872	7944.266	5391.202	9030.617	6622.85	6848.479	9214.894	6750.891	2824.88	8647.805	7529.223	4130.961	8262.168	6995.12	3315.507	9485.725
Optn	2048.147	1602.73	1182.192	1845.04	1296.837	1049.788	1873.908	2191.262	1702.23	1598.154	1657.444	1163.563	2121.961	1571.788	1486.327	2161.146	2368.664	1746.104	3099.424	2235.604	2042.383	2174.418	1811.082	1593.717
Oraov1	2401.501	2365.806	1306.391	2252.066	3140.69	1114.457	1591.516	2696.96	1113.159	2076.726	2983.698	1077.267	2263.032	1135.221	1306.694	2124.068	4746.403	1109.833	2800.067	2546.162	1125.249	2371.721	2340.245	1033.759
Orc2l	7008.77	566.068	4193.566	7359.88	457.492	3997.038	4144.335	473.281	4628.297	4180.283	622.149	4435.758	7073.72	3384.566	3986.695	7828.421	2248.163	5604.048	5045.657	2072.863	4836.015	8027.547	1951.662	4996.63
Orc3l	2729.678	2417.712	4675.413	2501.502	3820.198	4584.109	2896.719	4202.281	3567.486	4634.345	3989.551	3568.52	2816.745	2186.946	4848.158	2813.62	5497.928	2858.078	2328.56	5968.309	3296.089	2270.691	6444.584	3202.151
Orc4l	6432.511	3378.418	5323.194	5730.176	3326.802	4881.997	4524.66	4487.365	5056.781	5805.679	4706.224	4563.24	6295.866	2776.932	5967.074	4944.176	5369.551	2887.956	5205.43	7025.681	6027.622	5656.127	6227.65	4826.446
Orc6l	3182.531	1378.783	3804.197	2984.344	1882.352	3694.312	3496.58	1982.954	2591.4	4224.429	1982.012	2492.025	3617.871	2142.351	3928.357	3222.327	1277.22	1756.408	3601.018	2529.45	3283.778	3264.761	2015.119	2790.189
ORF19	902.9875	2226.9049999999997	1179.1589999999999	796.678	1495.7395000000001	1220.0915	865.6465	1290.0904999999998	1524.211	591.952	1178.98	1207.6399999999999	776.0155	2018.9544999999998	1974.1680000000001	790.671	875.2675	1648.549	939.2470000000001	1153.5655	1535.0935	738.431	762.5735	1452.518
Ormdl2	7746.68	8818.81	11546.708	8957.885	10985.12	12546.658	10448.699	8903.147	8623.78	11057.916	10134.642	10138.144	10463.447	9319.012	11607.235	11442.807	12518.599	10804.109	9754.791	8575.864	7982.722	10083.342	10655.108	10411.081
Os-9	7362.862	3233.978	2062.654	7797.7	2833.661	1802.08	4287.275	2824.799	3281.979	2320.185	3628.174	4351.318	4916.86	6337.057	1380.946	5924.122	3977.321	5230.367	4311.173	2582.683	3580.256	6321.236	2152.679	3385.686
Osbp	923.918	499.638	374.63	827.389	317.532	345.962	565.575	577.636	779.607	386.393	650.583	601.397	692.04	753.696	297.642	707.258	896.709	806.211	868.922	692.864	890.722	683.615	691.782	785.334
Osbp2	411.631	487.763	171.473	402.842	128.07	186.938	461.445	1165.951	447.023	434.352	895.87	385.85	389.599	722.78	248.261	375.863	411.142	312.228	1239.639	616.734	680.874	557.401	209.76	443.056
Osbpl11	813.225	263.575	262.716	758.482	109.024	193.634	528.962	230.344	651.147	208.093	265.399	531.981	690.135	551.917	151.429	731.552	944.194	701.727	598.592	561.091	830.941	620.671	450.518	624.988
Osbpl1a	22239.031	24185.86	11670.817	22523.448	27511.316	13982.166	21075.467	27322.107	16379.998	21405.042	28788.723	16093.122	21630.655	14473.013	14115.841	22183.921	19048.499	16629.246	23911.676	22954.552	17768.829	23801.333	23012.785	18280.807
Osbpl2	10728.567	4930.614	4049.183	9766.403	2491.676	3113.745	6626.888	5210.749	6739.493	5491.239	5132.53	5064.149	12470.007	8269.193	3389.645	11292.837	6885.163	7572.424	13401.322	6653.239	7689.144	12120.509	5706.828	6453.921
Osbpl5	588.724	1170.327	372.98	521.073	659.545	335.124	537.01	669.734	586.235	417.242	680.219	487.197	516.123	977.372	410.688	485.204	241.417	616.454	734.105	358.585	517.037	564.091	297.546	547.463
Osbpl6	1828.162	1281.056	1568.743	1361.364	782.165	1329.738	1118.529	1578.099	1865.491	1249.618	1235.273	1533.654	1401.279	1653.237	1707.353	1097.382	960.133	1098.554	2231.999	1462.762	1954.117	1557.299	1691.175	1233.5
Osgep	1402.597	1873.112	1673.218	1867.551	2444.139	1990.24	2453.309	1943.182	1379.34	2265.434	2305.292	1452.838	1779.026	1337.81	2050.928	1965.64	1873.551	1465.861	1838.415	1981.86	1301.903	1884.336	2190.852	1716.04
Osgepl1	2554.894	3252.921	3851.17	2763.088	4235.6	4050.109	2850.186	4488.419	4112.213	3343.673	4316.577	3562.044	3927.779	2142.862	4827.507	3540.698	3866.116	3104.157	3409.358	5978.72	5191.67	3819.701	5451.395	3859.496
Osmr	935.152	298.371	988.161	641.874	240.256	481.795	739.496	46.783	219.956	257.137	63.561	291.315	1311.464	977.841	702.368	1170.514	1030.298	801.745	192.382	121.968	256.631	411.042	223.568	321.427
Osr1	3747.481	1801.368	5259.381	8054.776	2549.616	9828.761	9847.527	1621.073	5839.405	8370.869	3048.954	7855.955	3951.186	6464	5303.691	8373.165	3743.486	12018.281	3532.088	1630.11	2275.662	6380.504	2956.243	9886.022
Ostf1	9049.949	7215.723	11147.677	8662.72	8636.68	12509.308	8670.179	9629.345	11767.68	10175.522	8264.885	9663.195	10633.614	10866.61	11584.132	9029.541	7682.803	8949.55	12213.8	9667.849	13040.416	10356.439	8569.872	11903.65
Otop1	593.869	141.603	161.825	533.525	113.51	155.319	284.363	140.542	424.339	383.06	244.693	486.275	512.572	528.006	234.257	479.636	285.613	528.577	530.822	181.028	659.098	643.441	187.584	687.698
Otor	4606.495	4674.441	4824.057	4689.574	7536.762	4754.809	2739.297	13974.972	6628.67	9235.161	8677.19	3538.14	1566.769	867.532	1843.241	1413.959	4765.53	670.57	4745.075	11702.285	3677.726	2684.022	10047.089	2204.177
Otos	18548.253	21247.82	33434.146	9757.805	30172.003	38472.293	20280.008	29661.385	31566.73	19767.268	24494.079	37218.758	11407.137	26234.477	28823.612	13365.73	31048.077	10977.078	20349.943	26690.529	28605.524	12970.556	29821.217	23116.069
Otub1	22242.603	18502.913	17672.035	21352.358	15592.848	18126.129	22970.213	20026.19	18780.998	24498.634	18671.772	17614.319	22590.979	18248.835	20279.833	20638.088	18690.98	19269.283	26305.163	24753.074	20460.459	22278.364	21708.68	19967.211
Otub2	1492.4	1513.979	1245.011	1491.996	2322.33	1272.848	1446.627	2958.68	1595.865	2483.862	2768.43	1295.798	1450.99	1283.434	1562.502	1283.172	1879.321	1202.563	2554.289	2918.761	1997.926	1783.377	2666.643	1643.96
Otud5	3696.4	2076.588	1590.366	3517.9	1045.691	1512.811	2445.927	1527.246	2487.371	1618.42	1492.831	2279.217	3175.089	4116.527	1389.261	3224.649	1072.084	3191.843	3772.075	1002.115	2247.697	3203.245	720.933	2272.725
Otud6b	8780.828	4190.92	7100.001	8998.762	3202.419	6392.416	4994.654	5075.769	8605.031	4387.452	4506.066	6611.253	9055.467	4162.122	4204.749	9329.553	7071.298	7319.055	7865.935	7929.061	8086.885	10464.96	7000.256	7099.194
Otx2	31.639	119.734	568.391	171.875	61.997	2379.727	677.448	553.646	127.418	97.704	515.409	587.632	412.081	25.715	340.011	699.746	1464.865	53.465	195.345	788.774	644.319	482.564	1371.37	478.435
Oxnad1	5519.335	1430.118	3776.257	4917.705	1005.125	2750.314	4325.714	2701.301	6147.246	3556.667	1957.566	4211.172	6406.898	3918.454	3506.666	4786.264	3447.829	4104.579	8644.881	4874.015	7519.363	6630.644	3361.845	4927.981
Oxr1	4565.2855	2454.4155	2368.311	4237.0825	1479.4379999999999	2406.4735	3308.6635	2861.97	4839.0845	2448.8095	3159.166	3369.8109999999997	4406.289	4303.1325	2003.0695	3993.8785000000003	5881.558	3894.6814999999997	4550.353	5722.1755	5630.5105	4551.1695	4462.291499999999	4793.4085
Oxsr1	835.718	137.121	323.604	1010.452	178.196	254.46	753.611	279.573	654.232	287.156	221.423	403.155	698.919	346.484	281.379	755.756	312.207	646.633	771.823	217.797	529.478	797.647	161.97	409.155
P2rx2	13725.983	8673.908	10828.956	11408.717	9841.29	10284.223	9860.655	10331.435	7199.345	10731.662	7615.504	14319.789	8841.623	9051.679	8548.236	9015.601	10215.793	6508.885	8729.736	8070.698	7804.701	7857.902	10763.037	7210.58
P2rx4	5109.276	6670.087	7350.141	4753.275	5200.774	7611.026	7358.606	4246.445	5098.615	5290.576	3915.98	5930.011	5976.415	9132.191	6023.245	5977.912	5177.746	7826.863	4633.098	4488.193	4759.582	4723.406	4534.527	5460.919
P2rx7	678.461	174.218	191.28	709.758	269.183	171.349	265.521	84.973	309.892	217.697	60.033	182.628	645.249	394.901	437.267	625.913	395.722	412.666	446.882	436.958	297.879	373.691	185.663	247.388
P2rxl1	10117.644	9882.951	4968.923	7131.344	4369.928	3177.913	5078.586	12107.848	9519.952	6221.15	9315.775	5982.344	8660.018	11796.247	5643.322	6245.479	3613.85	4722.335	14523.456	8141.598	12093.278	8376.51	5080.172	8230.422
P2ry1	2296.38	1438.081	2122.732	2615.474	1704.66	2292.523	2067.997	1158.235	2391.666	2845.493	1208.134	2331.514	2250.647	1709.238	2440.109	2952.737	1740.374	2947.583	1898.581	1494.021	1875.481	2774.044	1889.109	2643.294
P2ry12	761.523	457.913	1297.122	1547.604	848.195	1938.073	3552.198	213.709	788.208	1269.091	726.74	1448.219	1401.575	629.626	901.256	2789.544	2814.127	2870.875	490.254	445.179	448.686	1573.182	1359.346	1452.903
P2ry13	1362.212	506.884	1564.139	2319.968	620.643	1924.994	3300.396	199.48	707.841	2073.16	778.154	1166.616	1681.236	1008.621	1073.427	3267.137	1981.359	1935.641	666.657	391.407	355.197	2043.433	1060.117	1320.632
P2ry14	4094.367	1347.299	4351.578	4461.267	1413.55	3771.07	3169.756	1416.977	2570.678	3310.488	1728.08	3268.045	4510.834	3713.265	2936.55	4733.036	6151.086	4077.202	2080.722	3043.289	2410.4	3990.431	3576.733	3474.624
P2ry2	6434.079	8147.867	3952.865	5630.671	4399.361	3087.976	3163.251	5637.443	5553.272	3657.227	4655.529	5762.22	6533.74	10211.185	4308.653	6645.724	2293.184	4523.96	7959.423	4244.626	4947.267	7014.013	2852.927	4099.996
P2ry6	425.845	1117.424	1785.609	547.34	1245.96	1820.055	940.284	428.824	666.164	703.836	710.274	947.301	617.058	1251.221	1697.333	774.964	802.678	1911.882	259.219	540.343	519.209	477.372	643.364	1119.406
P34	992.646	2537.566	1115.428	1062.226	1626.607	974.264	1257.093	1925.967	1021.455	831.373	1499.628	1131.245	921.079	1047.247	1098.798	902.091	546.013	781.336	1311.879	1076.72	951.069	960.906	782.874	830.601
P4ha1	7737.852	7152.478	6421.59	8033.359	5477.875	6196.525	5874.263	5544.692	6013.965	5967.197	5564.257	6743.649	7606.941	7703.96	4765.243	8159.574	5273.1	5899.99	6135.736	6419.311	4755.748	8906.222	5951.652	5690.688
P4ha2	2202.963	3454.329	2459.729	2872.102	3581.523	2671.095	2594.46	2277.92	1973.786	2464.796	2562.997	2715.256	1629.279	3214.699	2093.406	2217.195	1581.719	3038.064	1918.428	1534.236	1765.285	2269.667	1566.964	2658.178
P4ha3	478.4605	368.5665	250.055	437.403	347.83050000000003	274.9305	214.072	271.2845	200.2615	284.171	277.016	135.052	277.9475	540.9555	288.727	241.344	207.1865	193.7785	325.6125	343.11350000000004	213.6275	205.421	249.2765	225.10899999999998
